地市,告警最后发生时间,网元名称,告警标题,网络类型,网络专业,厂商告警号,原始告警名称,告警定位信息,家宽客户数量,网管告警级别,集客业务数量,设备厂家名称,告警工程状态,告警清除状态,告警对象设备类型,告警对象设备名称,设备类型,预处理状态,衍生规则结果,工单号,告警清除时间,标准化标志,衍生时间,预计创单时间,告警首次处理时间,告警首次采集时间,集客客户级别,集客业务级别,电路ID,是否隐患告警,集客专线跨域属性,集客客户数量,跨省集客告警信息,探针名称,RCA资源匹配参数,ONU标识,IT专业设备CI号,网管告警ID
衢州市,2023/5/29 11:46,cmiot5gqzjsymdmy.zj,衢州江山亿美达门业5G专网业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:衢州江山亿美达门业5G专网,2023-05-29 08:46:47出现衢州江山亿美达门业5G专网DNN用户数较预测值突降异常预警，当前用户数4,预测用户数20。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gqzjsymdmy.zj,5G业务性能,未诊断,衍生父告警,,2023/5/30 0:42,标准化成功,2023/5/29 11:46,,2023/5/29 11:46,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
衢州市,2023/5/29 8:46,cmiot5gqzjsymdmy.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:衢州江山亿美达门业5G专网,2023-05-29 08:46:47出现衢州江山亿美达门业5G专网DNN用户数较预测值突降异常预警，当前用户数4,预测用户数20。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gqzjsymdmy.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230529-00113,2023/5/30 0:42,标准化成功,2023/5/29 11:46,2023/5/29 8:51,2023/5/29 8:46,2023/5/29 8:46,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/5/28 14:31,cmiot5gyyzldznb.zj,宁波志伦电子5G+智能化工厂建设项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:宁波志伦电子5G+智能化工厂建设项目,2023-05-28 13:01:54出现宁波志伦电子5G+智能化工厂建设项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gyyzldznb.zj,5G业务性能,未诊断,衍生父告警,,2023/5/29 7:38,标准化成功,2023/5/28 14:31,,2023/5/28 14:31,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
宁波市,2023/5/28 13:01,cmiot5gyyzldznb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波志伦电子5G+智能化工厂建设项目,2023-05-28 13:01:54出现宁波志伦电子5G+智能化工厂建设项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gyyzldznb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230528-00318,2023/5/29 7:37,标准化成功,2023/5/28 14:31,2023/5/28 13:06,2023/5/28 13:01,2023/5/28 13:01,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/5/24 9:35,cmiot5gcmictnb2.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波大榭招商国际码头有限公司订购5G专网尊享开通业务,2023-05-24 09:35:10出现宁波大榭招商国际码头有限公司DNN用户数较预测值突降异常预警，当前用户数67,预测用户数96。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gcmictnb2.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230524-00212,2023/5/24 10:03,标准化成功,,2023/5/24 9:40,2023/5/24 9:35,2023/5/24 9:35,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
温州市,2023/5/23 4:38,cmiot5gwzycwlps.zj,温州烟草卷烟配送中心5G专网业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:温州烟草卷烟配送中心5G专网,2023-05-23 03:08:50出现温州烟草卷烟配送中心5G专网DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gwzycwlps.zj,5G业务性能,未诊断,衍生父告警,,2023/6/6 3:10,标准化成功,2023/5/23 4:38,,2023/5/23 4:38,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
温州市,2023/5/23 3:08,cmiot5gwzycwlps.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:温州烟草卷烟配送中心5G专网,2023-05-23 03:08:50出现温州烟草卷烟配送中心5G专网DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gwzycwlps.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230523-00056,2023/6/6 3:10,标准化成功,2023/5/23 4:38,2023/5/23 3:13,2023/5/23 3:08,2023/5/23 3:08,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
金华市,2023/5/21 15:15,cmiot5gjhwcwbgc.zj,浙江金华威邦机电5G未来工厂项目业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-05-21 12:15:17出现浙江金华威邦机电5G未来工厂项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生父告警,,2023/5/22 7:31,标准化成功,2023/5/21 15:15,,2023/5/21 15:15,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
金华市,2023/5/21 14:27,cmiot5gjhwcwbgc.zj,浙江金华威邦机电5G未来工厂项目业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-05-21 11:27:10出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数2,预测用户数7。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生父告警,,2023/5/22 7:51,标准化成功,2023/5/21 14:27,,2023/5/21 14:27,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
金华市,2023/5/21 12:15,cmiot5gjhwcwbgc.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-05-21 12:15:17出现浙江金华威邦机电5G未来工厂项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230521-00241,2023/5/22 7:30,标准化成功,2023/5/21 15:15,2023/5/21 12:20,2023/5/21 12:15,2023/5/21 12:15,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
金华市,2023/5/21 11:27,cmiot5gjhwcwbgc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-05-21 11:27:10出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数2,预测用户数7。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230521-00219,2023/5/22 7:51,标准化成功,2023/5/21 14:27,2023/5/21 11:32,2023/5/21 11:27,2023/5/21 11:27,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/5/21 10:51,cmiot5gtpdznb.zj,宁波拓普汽车电子有限公司5G专网项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:宁波拓普汽车电子有限公司5G专网项目,2023-05-21 09:21:08出现宁波拓普汽车电子有限公司5G专网项目DNN用户数较预测值突降异常预警，当前用户数2,预测用户数5。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gtpdznb.zj,5G业务性能,未诊断,衍生父告警,,2023/5/22 9:01,标准化成功,2023/5/21 10:51,,2023/5/21 10:51,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
嘉兴市,2023/5/21 9:32,cmiot5gjxjqqsss1.zj,麒盛科技股份有限公司订购5G专网专享开通业务业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:麒盛科技股份有限公司订购5G专网专享开通业务,2023-05-21 08:02:35出现嘉兴麒盛科技股份有限公司DNN用户数较预测值突降异常预警，当前用户数3,预测用户数10。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjxjqqsss1.zj,5G业务性能,未诊断,衍生父告警,,2023/5/21 23:43,标准化成功,2023/5/21 9:32,,2023/5/21 9:32,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
宁波市,2023/5/21 9:21,cmiot5gtpdznb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波拓普汽车电子有限公司5G专网项目,2023-05-21 09:21:08出现宁波拓普汽车电子有限公司5G专网项目DNN用户数较预测值突降异常预警，当前用户数2,预测用户数5。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gtpdznb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230521-00165,2023/5/22 9:01,标准化成功,2023/5/21 10:51,2023/5/21 9:26,2023/5/21 9:21,2023/5/21 9:21,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
嘉兴市,2023/5/21 8:02,cmiot5gjxjqqsss1.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:麒盛科技股份有限公司订购5G专网专享开通业务,2023-05-21 08:02:35出现嘉兴麒盛科技股份有限公司DNN用户数较预测值突降异常预警，当前用户数3,预测用户数10。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjxjqqsss1.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230521-00119,2023/5/21 23:42,标准化成功,2023/5/21 9:32,2023/5/21 8:07,2023/5/21 8:02,2023/5/21 8:02,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
省公司,2023/5/19 3:08,cmiot5gnbfhyy.zj,业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,2023-05-19 01:37:49出现宁波市奉化区人民医院移动推车查房项目DNN用户数全掉线异常预警，当前用户数0。,0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gnbfhyy.zj,5G业务性能,未诊断,衍生父告警,,2023/5/19 7:50,标准化成功,2023/5/19 3:08,,2023/5/19 3:08,,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
省公司,2023/5/19 1:37,cmiot5gnbfhyy.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,2023-05-19 01:37:49出现宁波市奉化区人民医院移动推车查房项目DNN用户数全掉线异常预警，当前用户数0。,0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gnbfhyy.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230519-00026,2023/5/19 7:50,标准化成功,2023/5/19 3:08,2023/5/19 1:42,2023/5/19 1:38,2023/5/19 1:38,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
温州市,2023/5/19 1:13,cmiot5gcncsdtgz.zj,苍南城市动态感知项目##苍南县智慧交通中心订购5G专网专享开通业务##浙江温州苍南城市运行动态感知项目_BL业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:苍南城市动态感知项目##苍南县智慧交通中心订购5G专网专享开通业务##浙江温州苍南城市运行动态感知项目_BL,2023-05-18 22:13:07出现苍南城市动态感知项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gcncsdtgz.zj,5G业务性能,未诊断,衍生父告警,,2023/5/31 9:21,标准化成功,2023/5/19 1:13,,2023/5/19 1:13,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
温州市,2023/5/18 22:13,cmiot5gcncsdtgz.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:苍南城市动态感知项目##苍南县智慧交通中心订购5G专网专享开通业务##浙江温州苍南城市运行动态感知项目_BL,2023-05-18 22:13:07出现苍南城市动态感知项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gcncsdtgz.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230518-00871,2023/5/31 9:21,标准化成功,2023/5/19 1:13,2023/5/18 22:18,2023/5/18 22:13,2023/5/18 22:13,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/5/15 16:25,cmiot5ghczc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江省宁波慈溪环驰轴承5G专网项目,2023-05-15 16:25:12出现浙江省宁波慈溪环驰轴承5G专网项目DNN用户数较预测值突降异常预警，当前用户数4,预测用户数8。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ghczc.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230515-00520,2023/5/15 16:33,标准化成功,,2023/5/15 16:30,2023/5/15 16:25,2023/5/15 16:25,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
金华市,2023/5/14 16:51,cmiot5gjhwcwbgc.zj,浙江金华威邦机电5G未来工厂项目业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-05-14 13:51:15出现浙江金华威邦机电5G未来工厂项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生父告警,,2023/5/15 7:35,标准化成功,2023/5/14 16:51,,2023/5/14 16:51,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
金华市,2023/5/14 16:31,cmiot5gjhwcwbgc.zj,浙江金华威邦机电5G未来工厂项目业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-05-14 13:31:12出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数2,预测用户数7。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生父告警,,2023/5/15 9:11,标准化成功,2023/5/14 16:31,,2023/5/14 16:31,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
金华市,2023/5/14 13:51,cmiot5gjhwcwbgc.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-05-14 13:51:15出现浙江金华威邦机电5G未来工厂项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230514-00383,2023/5/15 7:35,标准化成功,2023/5/14 16:51,2023/5/14 13:56,2023/5/14 13:51,2023/5/14 13:51,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
宁波市,2023/5/14 13:31,cmiot5gtpdznb.zj,宁波拓普汽车电子有限公司5G专网项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:宁波拓普汽车电子有限公司5G专网项目,2023-05-14 12:01:09出现宁波拓普汽车电子有限公司5G专网项目DNN用户数较预测值突降异常预警，当前用户数2,预测用户数5。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gtpdznb.zj,5G业务性能,未诊断,衍生父告警,,2023/5/15 9:25,标准化成功,2023/5/14 13:31,,2023/5/14 13:31,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
金华市,2023/5/14 13:31,cmiot5gjhwcwbgc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-05-14 13:31:12出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数2,预测用户数7。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230514-00366,2023/5/15 9:11,标准化成功,2023/5/14 16:31,2023/5/14 13:36,2023/5/14 13:31,2023/5/14 13:31,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/5/14 12:31,cmiot5gymdcnb.zj,浙江野马电池5G工厂项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江野马电池5G工厂项目,2023-05-14 11:01:21出现浙江野马电池5G工厂项目DNN用户数较预测值突降异常预警，当前用户数3,预测用户数6。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gymdcnb.zj,5G业务性能,未诊断,衍生父告警,,2023/5/14 16:25,标准化成功,2023/5/14 12:31,,2023/5/14 12:31,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
宁波市,2023/5/14 12:01,cmiot5gtpdznb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波拓普汽车电子有限公司5G专网项目,2023-05-14 12:01:09出现宁波拓普汽车电子有限公司5G专网项目DNN用户数较预测值突降异常预警，当前用户数2,预测用户数5。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gtpdznb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230514-00302,2023/5/15 9:25,标准化成功,2023/5/14 13:31,2023/5/14 12:06,2023/5/14 12:01,2023/5/14 12:01,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/5/14 11:01,cmiot5gymdcnb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江野马电池5G工厂项目,2023-05-14 11:01:21出现浙江野马电池5G工厂项目DNN用户数较预测值突降异常预警，当前用户数3,预测用户数6。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gymdcnb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230514-00266,2023/5/14 16:25,标准化成功,2023/5/14 12:31,2023/5/14 11:06,2023/5/14 11:01,2023/5/14 11:01,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/5/14 10:25,cmiot5gymdcnb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江野马电池5G工厂项目,2023-05-14 10:25:19出现浙江野马电池5G工厂项目DNN用户数较预测值突降异常预警，当前用户数3,预测用户数6。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gymdcnb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230514-00241,2023/5/14 10:57,标准化成功,,2023/5/14 10:30,2023/5/14 10:25,2023/5/14 10:25,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
金华市,2023/5/14 9:11,cmiot5gjhwcwbgc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-05-14 09:11:09出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数2,预测用户数7。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230514-00183,2023/5/14 9:31,标准化成功,,2023/5/14 9:16,2023/5/14 9:11,2023/5/14 9:11,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
温州市,2023/5/8 19:27,cmiot5gwzycwlps.zj,温州烟草卷烟配送中心5G专网业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:温州烟草卷烟配送中心5G专网,2023-05-08 17:56:55出现温州烟草卷烟配送中心5G专网DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gwzycwlps.zj,5G业务性能,未诊断,衍生父告警,,2023/5/12 15:01,标准化成功,2023/5/8 19:27,,2023/5/8 19:27,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
温州市,2023/5/8 17:56,cmiot5gwzycwlps.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:温州烟草卷烟配送中心5G专网,2023-05-08 17:56:55出现温州烟草卷烟配送中心5G专网DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gwzycwlps.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230508-00471,2023/5/12 15:00,标准化成功,2023/5/8 19:27,2023/5/8 18:01,2023/5/8 17:56,2023/5/8 17:56,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
温州市,2023/5/8 15:08,cmiot5gwzycwlps.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:温州烟草卷烟配送中心5G专网,2023-05-08 15:08:53出现温州烟草卷烟配送中心5G专网DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gwzycwlps.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230508-00367,2023/5/8 15:20,标准化成功,,2023/5/8 15:13,2023/5/8 15:08,2023/5/8 15:08,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
金华市,2023/5/6 13:55,cmiot5gjhykhesgf.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江哈尔斯真空器皿股份有限公司项目5G专网,2023-05-06 13:55:45出现浙江哈尔斯真空器皿股份有限公司项目5G专网DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhykhesgf.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230506-00434,2023/5/6 14:07,标准化成功,,2023/5/6 14:00,2023/5/6 13:55,2023/5/6 13:55,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
绍兴市,2023/5/4 17:56,cmiot5gsxzxdqszh.zj,5G数字化车间项目业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:5G数字化车间项目,2023-05-04 14:56:46出现绍兴中新电器有限公司5G数字化车间项目DNN用户数较预测值突降异常预警，当前用户数2,预测用户数5。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxzxdqszh.zj,5G业务性能,未诊断,衍生父告警,,2023/5/5 7:52,标准化成功,2023/5/4 17:56,,2023/5/4 17:56,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
省级,2023/5/4 16:56,cmiot5gjhwclpqcgc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:零跑汽车5G专网##零跑汽车5G专网,2023-05-04 16:56:20出现零跑汽车5G专网DNN用户数较预测值突降异常预警，当前用户数2,预测用户数16。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwclpqcgc.zj,5G业务性能,未诊断,正常,,2023/5/4 17:12,标准化成功,,2023/5/4 17:01,2023/5/4 16:56,2023/5/4 16:56,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
绍兴市,2023/5/4 14:56,cmiot5gsxzxdqszh.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:5G数字化车间项目,2023-05-04 14:56:46出现绍兴中新电器有限公司5G数字化车间项目DNN用户数较预测值突降异常预警，当前用户数2,预测用户数5。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxzxdqszh.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230504-00547,2023/5/5 7:52,标准化成功,2023/5/4 17:56,2023/5/4 15:01,2023/5/4 14:56,2023/5/4 14:56,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
绍兴市,2023/5/4 14:44,cmiot5gsxzxdqszh.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:5G数字化车间项目,2023-05-04 14:44:45出现绍兴中新电器有限公司5G数字化车间项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxzxdqszh.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230504-00536,2023/5/4 14:56,标准化成功,,2023/5/4 14:49,2023/5/4 14:44,2023/5/4 14:44,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
杭州市,2023/5/2 12:53,cmiot5ghzlzyzgy.zj,良渚古城遗址公园5G体验馆项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:良渚古城遗址公园5G体验馆项目,2023-05-02 11:23:20出现良渚古城遗址公园5G体验馆项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5ghzlzyzgy.zj,5G业务性能,未诊断,衍生父告警,,2023/5/16 11:25,标准化成功,2023/5/2 12:53,,2023/5/2 12:53,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
宁波市,2023/5/2 12:06,cmiot5gtpdznb.zj,宁波拓普汽车电子有限公司5G专网项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:宁波拓普汽车电子有限公司5G专网项目,2023-05-02 10:35:26出现宁波拓普汽车电子有限公司5G专网项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gtpdznb.zj,5G业务性能,未诊断,衍生父告警,,2023/5/2 16:51,标准化成功,2023/5/2 12:06,,2023/5/2 12:06,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
