地市,告警最后发生时间,网元名称,告警标题,网络类型,网络专业,厂商告警号,原始告警名称,告警定位信息,家宽客户数量,网管告警级别,集客业务数量,设备厂家名称,告警工程状态,告警清除状态,告警对象设备类型,告警对象设备名称,设备类型,预处理状态,衍生规则结果,工单号,告警清除时间,标准化标志,衍生时间,预计创单时间,告警首次处理时间,告警首次采集时间,集客客户级别,集客业务级别,电路ID,是否隐患告警,集客专线跨域属性,集客客户数量,跨省集客告警信息,探针名称,RCA资源匹配参数,ONU标识,IT专业设备CI号,网管告警ID
宁波市,2023/3/12 9:50,cmiot5gzhgknb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-03-12 09:50:18出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数32,预测用户数51。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230312-00234,2023/3/26 9:55,标准化成功,2023/3/12 11:20,2023/3/12 9:55,2023/3/12 9:50,2023/3/12 9:50,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
金华市,2023/3/12 9:18,cmiot5gjhykhesgf.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江哈尔斯真空器皿股份有限公司项目5G专网,2023-03-12 09:18:11出现浙江哈尔斯真空器皿股份有限公司项目5G专网DNN用户数较预测值突降异常预警，当前用户数11,预测用户数29。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhykhesgf.zj,5G业务性能,未诊断,正常,,2023/3/12 9:22,标准化成功,,2023/3/12 9:23,2023/3/12 9:18,2023/3/12 9:18,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
绍兴市,2023/3/12 7:10,cmiot5gsxyczdyl.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:振德医疗用品股份有限公司5G智慧数据传输服务项目,2023-03-12 07:10:53出现振德医疗用品股份有限公司5G智慧数据传输服务项目DNN用户数较预测值突降异常预警，当前用户数2,预测用户数6。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxyczdyl.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230312-00106,2023/3/26 7:15,标准化成功,2023/3/12 10:11,2023/3/12 7:15,2023/3/12 7:11,2023/3/12 7:11,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/3/8 17:16,cmiot5gzhgk.zj,浙江宁波舟山港5G智慧港口项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江宁波舟山港5G智慧港口项目,2023-03-08 15:46:07出现浙江宁波舟山港5G智慧港口项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgk.zj,5G业务性能,未诊断,衍生父告警,,2023/3/22 15:50,标准化成功,2023/3/8 17:16,,2023/3/8 17:16,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
宁波市,2023/3/8 15:46,cmiot5gzhgk.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江宁波舟山港5G智慧港口项目,2023-03-08 15:46:07出现浙江宁波舟山港5G智慧港口项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgk.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230308-00484,2023/3/22 15:50,标准化成功,2023/3/8 17:16,2023/3/8 15:51,2023/3/8 15:46,2023/3/8 15:46,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
绍兴市,2023/3/7 20:06,cmiot5gsxzxdqszh.zj,5G数字化车间项目业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:5G数字化车间项目,2023-03-07 17:06:51出现绍兴中新电器有限公司5G数字化车间项目DNN用户数较预测值突降异常预警，当前用户数3,预测用户数10。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxzxdqszh.zj,5G业务性能,未诊断,衍生父告警,,2023/3/8 8:26,标准化成功,2023/3/7 20:06,,2023/3/7 20:07,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
绍兴市,2023/3/7 17:06,cmiot5gsxzxdqszh.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:5G数字化车间项目,2023-03-07 17:06:51出现绍兴中新电器有限公司5G数字化车间项目DNN用户数较预测值突降异常预警，当前用户数3,预测用户数10。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxzxdqszh.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230307-00560,2023/3/8 8:26,标准化成功,2023/3/7 20:06,2023/3/7 17:11,2023/3/7 17:06,2023/3/7 17:06,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/3/7 14:54,cmiot5gzhgknb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-03-07 14:54:23出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数29,预测用户数50。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230307-00460,2023/3/7 15:02,标准化成功,,2023/3/7 14:59,2023/3/7 14:54,2023/3/7 14:54,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/3/7 10:06,cmiot5gzhgknb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-03-07 10:06:20出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数26,预测用户数50。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230307-00231,2023/3/7 10:26,标准化成功,,2023/3/7 10:11,2023/3/7 10:06,2023/3/7 10:06,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/3/7 9:50,cmiot5gzhgknb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-03-07 09:50:19出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数23,预测用户数49。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230307-00211,2023/3/7 10:02,标准化成功,,2023/3/7 9:55,2023/3/7 9:50,2023/3/7 9:50,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
金华市,2023/3/5 10:32,cmiot5gjhwcwbgc.zj,浙江金华威邦机电5G未来工厂项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-03-05 09:02:07出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数1,预测用户数6。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生父告警,,2023/3/6 8:26,标准化成功,2023/3/5 10:32,,2023/3/5 10:32,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
金华市,2023/3/5 9:02,cmiot5gjhwcwbgc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-03-05 09:02:07出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数1,预测用户数6。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230305-00156,2023/3/6 8:26,标准化成功,2023/3/5 10:32,2023/3/5 9:07,2023/3/5 9:02,2023/3/5 9:02,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/3/5 3:15,cmiot5gdcdj1nb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波德昌电机股份有限公司5G+工业互联网项目,2023-03-05 03:15:56出现宁波德昌电机股份有限公司5G+工业互联网项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gdcdj1nb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230305-00050,2023/3/5 3:23,标准化成功,,2023/3/5 3:20,2023/3/5 3:15,2023/3/5 3:15,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/3/4 3:14,cmiot5gtpdznb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波拓普汽车电子有限公司5G专网项目,2023-03-04 03:14:49出现宁波拓普汽车电子有限公司5G专网项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gtpdznb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230304-00039,2023/3/4 3:22,标准化成功,,2023/3/4 3:19,2023/3/4 3:14,2023/3/4 3:14,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/3/3 23:38,cmiot5gmdbks.zj,浙江摩多巴克斯科技-472QA 5G车间项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江摩多巴克斯科技-472QA 5G车间项目,2023-03-03 22:08:46出现浙江摩多巴克斯科技-472QA 5G车间项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gmdbks.zj,5G业务性能,未诊断,衍生父告警,,2023/3/6 9:12,标准化成功,2023/3/3 23:38,,2023/3/3 23:38,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
宁波市,2023/3/3 22:08,cmiot5gmdbks.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江摩多巴克斯科技-472QA 5G车间项目,2023-03-03 22:08:46出现浙江摩多巴克斯科技-472QA 5G车间项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gmdbks.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230303-00688,2023/3/6 9:12,标准化成功,2023/3/3 23:38,2023/3/3 22:13,2023/3/3 22:08,2023/3/3 22:08,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
嘉兴市,2023/3/3 4:28,cmiot5gjxygdcxm.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:嘉兴有轨电车项目,2023-03-03 04:28:06出现嘉兴有轨电车项目DNN用户数较预测值突降异常预警，当前用户数4,预测用户数10。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjxygdcxm.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230303-00052,2023/3/3 4:43,标准化成功,,2023/3/3 4:33,2023/3/3 4:28,2023/3/3 4:28,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
嘉兴市,2023/3/3 2:39,cmiot5gjxygdcxm.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:嘉兴有轨电车项目,2023-03-03 02:39:58出现嘉兴有轨电车项目DNN用户数较预测值突降异常预警，当前用户数5,预测用户数10。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjxygdcxm.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230303-00033,2023/3/3 4:00,标准化成功,,2023/3/3 2:44,2023/3/3 2:40,2023/3/3 2:39,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/3/2 20:59,cmiot5ggzjx.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:慈溪市广正机械制造有限公司5G专网方案,2023-03-02 20:59:30出现慈溪市广正机械制造有限公司5G专网方案DNN用户数较预测值突降异常预警，当前用户数3,预测用户数6。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggzjx.zj,5G业务性能,未诊断,正常,,2023/3/2 21:03,标准化成功,,2023/3/2 21:04,2023/3/2 20:59,2023/3/2 20:59,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/3/2 20:27,cmiot5ggzjx.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:慈溪市广正机械制造有限公司5G专网方案,2023-03-02 20:27:29出现慈溪市广正机械制造有限公司5G专网方案DNN用户数较预测值突降异常预警，当前用户数3,预测用户数6。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggzjx.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230302-00908,2023/3/2 20:43,标准化成功,,2023/3/2 20:32,2023/3/2 20:27,2023/3/2 20:27,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/3/2 14:37,cmiot5ggzjx.zj,慈溪市广正机械制造有限公司5G专网方案业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:慈溪市广正机械制造有限公司5G专网方案,2023-03-02 13:07:31出现慈溪市广正机械制造有限公司5G专网方案DNN用户数较预测值突降异常预警，当前用户数2,预测用户数6。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggzjx.zj,5G业务性能,未诊断,衍生父告警,,2023/3/2 14:47,标准化成功,2023/3/2 14:37,,2023/3/2 14:37,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
宁波市,2023/3/2 13:07,cmiot5ggzjx.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:慈溪市广正机械制造有限公司5G专网方案,2023-03-02 13:07:31出现慈溪市广正机械制造有限公司5G专网方案DNN用户数较预测值突降异常预警，当前用户数2,预测用户数6。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggzjx.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230302-00531,2023/3/2 14:47,标准化成功,2023/3/2 14:37,2023/3/2 13:12,2023/3/2 13:07,2023/3/2 13:07,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
嘉兴市,2023/3/2 2:48,cmiot5gjxygdcxm.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:嘉兴有轨电车项目,2023-03-02 02:48:12出现嘉兴有轨电车项目DNN用户数较预测值突降异常预警，当前用户数4,预测用户数10。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjxygdcxm.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230302-00111,2023/3/2 4:00,标准化成功,,2023/3/2 2:53,2023/3/2 2:48,2023/3/2 2:48,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
衢州市,2023/3/1 0:08,cmiot5gqzjstjhg.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:5G专网及数字孪生项目,2023-03-01 00:08:29出现浙江天际互感5G专网DNN用户数较预测值突降异常预警，当前用户数5,预测用户数47。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gqzjstjhg.zj,5G业务性能,未诊断,正常,,2023/3/1 0:12,标准化成功,,2023/3/1 0:13,2023/3/1 0:08,2023/3/1 0:08,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
金华市,2023/2/28 19:28,cmiot5gjhwcwbgc.zj,浙江金华威邦机电5G未来工厂项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-02-28 17:58:07出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数1,预测用户数7。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生父告警,,2023/3/1 8:18,标准化成功,2023/2/28 19:28,,2023/2/28 19:28,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
金华市,2023/2/28 17:58,cmiot5gjhwcwbgc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-02-28 17:58:07出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数1,预测用户数7。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230228-00701,2023/3/1 8:18,标准化成功,2023/2/28 19:28,2023/2/28 18:03,2023/2/28 17:58,2023/2/28 17:58,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/2/26 11:26,cmiot5gzhgknb.zj,宁波梅东集装箱码头有限公司5G+智慧港口业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-02-26 09:56:01出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数16,预测用户数35。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,衍生父告警,,2023/2/26 17:05,标准化成功,2023/2/26 11:26,,2023/2/26 11:26,,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
宁波市,2023/2/26 9:56,cmiot5gzhgknb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-02-26 09:56:01出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数16,预测用户数35。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230226-00188,2023/2/26 17:04,标准化成功,2023/2/26 11:26,2023/2/26 10:01,2023/2/26 9:56,2023/2/26 9:56,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/2/24 23:05,cmiot5ggzjx.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:慈溪市广正机械制造有限公司5G专网方案,2023-02-24 23:05:32出现慈溪市广正机械制造有限公司5G专网方案DNN用户数较预测值突降异常预警，当前用户数4,预测用户数8。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggzjx.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230224-00859,2023/2/25 0:05,标准化成功,,2023/2/24 23:10,2023/2/24 23:05,2023/2/24 23:05,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
金华市,2023/2/24 12:54,cmiot5ghdjtdclc.zj,东磁六厂5G专网尊享项目_BL##东磁电磁片六厂5G智能工厂项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:东磁六厂5G专网尊享项目_BL##东磁电磁片六厂5G智能工厂项目,2023-02-24 11:24:27出现横店东磁六厂DNN用户数较预测值突降异常预警，当前用户数139,预测用户数156。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5ghdjtdclc.zj,5G业务性能,未诊断,衍生父告警,,2023/2/28 17:38,标准化成功,2023/2/24 12:54,,2023/2/24 12:54,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
金华市,2023/2/24 11:24,cmiot5ghdjtdclc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:东磁六厂5G专网尊享项目_BL##东磁电磁片六厂5G智能工厂项目,2023-02-24 11:24:27出现横店东磁六厂DNN用户数较预测值突降异常预警，当前用户数139,预测用户数156。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ghdjtdclc.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230224-00378,2023/2/28 17:37,标准化成功,2023/2/24 12:54,2023/2/24 11:29,2023/2/24 11:24,2023/2/24 11:24,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/2/22 12:09,cmiot5gzhgknb.zj,宁波梅东集装箱码头有限公司5G+智慧港口业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-02-22 10:39:01出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数16,预测用户数34。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,衍生父告警,,2023/2/22 13:40,标准化成功,2023/2/22 12:09,,2023/2/22 12:09,,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
宁波市,2023/2/22 10:39,cmiot5gzhgknb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-02-22 10:39:01出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数16,预测用户数34。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230222-00280,2023/2/22 13:40,标准化成功,2023/2/22 12:09,2023/2/22 10:44,2023/2/22 10:39,2023/2/22 10:39,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/2/22 9:54,cmiot5gzhgknb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-02-22 09:54:58出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数14,预测用户数28。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230222-00218,2023/2/22 10:10,标准化成功,,2023/2/22 9:59,2023/2/22 9:55,2023/2/22 9:54,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/2/18 9:52,cmiot5gzhgknb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波梅东集装箱码头有限公司5G+智慧港口,2023-02-18 09:52:13出现宁波梅东集装箱码头有限公司5G+智慧港口（新DNN）DNN用户数较预测值突降异常预警，当前用户数13,预测用户数27。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhgknb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230218-00242,2023/2/18 10:56,标准化成功,,2023/2/18 9:57,2023/2/18 9:52,2023/2/18 9:52,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/2/17 0:07,cmiot5gzhlhbnb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江宁波镇海炼化5G智慧园区项目,2023-02-17 00:07:10出现浙江宁波镇海炼化5G智慧园区项目DNN用户数较预测值突降异常预警，当前用户数78,预测用户数128。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhlhbnb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230217-00004,2023/2/17 0:12,标准化成功,,2023/2/17 0:12,2023/2/17 0:07,2023/2/17 0:07,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
绍兴市,2023/2/12 19:18,cmiot5gsxyczdyl.zj,振德医疗用品股份有限公司5G智慧数据传输服务项目业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:振德医疗用品股份有限公司5G智慧数据传输服务项目,2023-02-12 16:18:23出现振德医疗用品股份有限公司5G智慧数据传输服务项目DNN用户数较预测值突降异常预警，当前用户数5,预测用户数10。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxyczdyl.zj,5G业务性能,未诊断,衍生父告警,,2023/2/13 7:06,标准化成功,2023/2/12 19:18,,2023/2/12 19:18,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
绍兴市,2023/2/12 16:18,cmiot5gsxyczdyl.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:振德医疗用品股份有限公司5G智慧数据传输服务项目,2023-02-12 16:18:23出现振德医疗用品股份有限公司5G智慧数据传输服务项目DNN用户数较预测值突降异常预警，当前用户数5,预测用户数10。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxyczdyl.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230212-00565,2023/2/13 7:06,标准化成功,2023/2/12 19:18,2023/2/12 16:23,2023/2/12 16:18,2023/2/12 16:18,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
绍兴市,2023/2/12 11:46,cmiot5gsxyczdyl.zj,振德医疗用品股份有限公司5G智慧数据传输服务项目业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:振德医疗用品股份有限公司5G智慧数据传输服务项目,2023-02-12 08:46:15出现振德医疗用品股份有限公司5G智慧数据传输服务项目DNN用户数较预测值突降异常预警，当前用户数5,预测用户数11。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gsxyczdyl.zj,5G业务性能,未诊断,衍生父告警,,2023/2/12 14:18,标准化成功,2023/2/12 11:46,,2023/2/12 11:46,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
